NFL Betting Picks 2025-2026,,,,,,,,,,,,,,,,,
Week 5 PM,Seahawks (-4.5) - Bucs O/U 44.5,Seahawks 35 - Bucs 38 (73),Bucs (+4.5),$25,,Bucs +4.5,$20,,Seahawks -4.5,$10,,Seahawks -4.5,$10,U10,Seahawks -4.5,$20,
Week 5 SNF,Bills (-8.5) - Patriots O/U 48.5,Bills 20 - Patriots 23 (43),Patriots (+8.5),$10,O10,Patriots +8.5,$30,,Patriots +8.5,$10,,Bills -8.5,$30,,Bills -8.5,$20,
Week 5 MNF,Jaguars - Chiefs (-3.5) O/U 45.5,Jaguars 31 - Chiefs 28 (59),Chiefs (-3.5),$30,O30,Chiefs -3.5,$20,,Chiefs -3.5,$15,,Jags +3.5,$10,,Chiefs -3.5,$20,U20
High Spread,Bengals - Lions (-10.5) O/U 49.5,Bengals 24 - Lions 37 (61),Lions (-10.5),$20,O20,Lions -10.5,$20,,Bengals +10.5,$10,,Lions -10.5,$10,,Lions -10.5,$10,
Wild Card,Wild Card Pick,Ravens 10 - Texans 44 (54) / Rams 23 - 49ers 26 (49) / Jets 22 - Cowboys 37 (59) / Eagles 17 - Broncos 21 (38) / Chargers 10 - Commanders 27 (37),Texans (-2.5) 41.5,$10,U10,Rams -7.5,$70,,Cowboys -1.5,$40,,Eagles -3.5,$50,,Chargers -2.5 (48.5),$30,O30
Week 5 Total,,Game Results,,$90,,,-$30,,,$50,,,-$90,,,-$150,
Week 6 AM,Jaguars (-1.5) - Seahawks O/U 47.5,Jaguars 12 - Seahawks 20 (32),Seahawks (+1.5),$15,U15,No Pick,$10,,Seahawks +1.5,$20,,Jags -1.5,$10,U10,Seahawks +1.5,$20,
Week 6 PM,Bucs (-3.5) - 49ers O/U 47.5,Bucs 30  - 49ers 19 (49),Bucs (-3.5),$15,,Bucs -3.5,$30,,Bucs -3.5,$20,,Bucs -3.5,$20,,49ers +3.5,$20,
Week 6 SNF,Chiefs (-2.5) - Lions O/U 52.5,Chiefs 30 - Lions 17 (47),Chiefs (-2.5),$15,O15,Lions +2.5,$20,,Chiefs -2.5,$10,,Lions +2.5,$30,,Lions +2.5,$10,
Week 6 MNF,Falcons - Bills (-4.5) O/U 49.5,Falcons 24 - Bills 14 (38),Bills (-4.5),$50,,Bills -4.5,$20,,Bills -4.5,$30,,Falcons +4.5,$30,,Bills -4.5,$20,
High Spread,Packers (-14.5) - Bengals O/U 44.5,Packers 27 - Bengals 18 (45),Packers (-14.5),$10,O10,Bengals +14.5,$20,,Bengals +14.5,$20,,Packers -14.5,$20,,Bengals +14.5,$20,
Wild Card,Wild Card Pick,Dolphins 27 - Chargers 29 (56) / Ravens 3 - Rams 17 (20) / Panthers 30 - Cowboys 27 (57) / Raiders 20 - Titans 10 (30),Chargers (-3.5) 45.5,$15,U15,Raiders -4.5,$20,,Rams -7.5,$20,,Cowboys -2.5,$10,,Dolphins +3.5,$30,
Week 6 Total,,Game Results,,-$5,,,$20,,,$60,,,-$10,,,$20,
Week 7 AM,Jets (-1.5) - Panthers O/U 41.5,Jets 6 - Panthers 13 (19),Panthers (+1.5),$25,,Panthers +1.5,$20,,Jets -1.5,$10,,Jets -1.5,$10,,No Pick,$10,
Week 7 PM,Chargers (-1.5) - Colts O/U 48.5,Chargers 24 - Colts 38 (62),Chargers (-1.5),$15,U15,Colts +1.5,$20,,Colts +1.5,$25,,Chargers -1.5,$25,,Chargers -1.5,$20,
Week 7 SNF,49ers (-2.5) - Falcons O/U 47.5,49ers 20 - Falcons 10 (30),49ers (-2.5),$15,,Falcons +2.5,$30,,Falcons +2.5,$20,,Falcons +2.5,$25,O25,49ers -2.5,$20,
Week 7 MNF,Lions (-5.5) - Bucs O/U 52.5,Lions 24 - Bucs 9 (33),Bucs (+5.5),$15,U15,Lions -5.5,$20,,Lions -5.5,$15,,Lions -5.5,$25,,Bucs +5.5,$20,
High Spread,Chiefs (-12.5) - Raiders O/U 45.5,Chiefs 31 - Raiders (0),Chiefs (-12.5),$25,U25,Raiders +12.5,$20,,Raiders +12.5,$10,,Chiefs -12.5,$10,,No Pick,$10,
Wild Card,Wild Card Pick,Titans 13 - Patriots 31 (44) / Bears 26 - Saints 14 (40) / Vikings 22 - Eagles 28 (50) / Cowboys 44 - Commanders 22 (66) / Seahawks 27 - Texans 19 (46),Eagles (-2.5) 43.5,$25,O25,Bears -3.5,$10,,Patriots -6.5,$40,,Seahawks -3.5,$25,,Commanders +1.5,$40,
Week 7 Total,,Game Results,,$110,,,$20,,,$40,,,-$25,,,-$80,
Week 8 AM,Bengals (-6.5) - Jets O/U 44.5,Bengals 38 - Jets 39 (77),Bengals (-6.5),$20,,Jets +6.5,$20,O20,Bengals -6.5,$10,,Jets +6.5,$10,,Bengals -6.5,$20,
Week 8 PM,Broncos (-3.5) - Cowboys O/U 50.5,Broncos 44 - Cowboys 24 (68),Broncos (-3.5),$20,O20,Broncos -3.5,$20,O20,Cowboys +3.5,$10,,Cowboys  +3.5,$25,O25,Cowboys +3.5,$20,O20
Week 8 SNF,Steelers - Packers (-2.5) O/U 45.5,Steelers 25 - Packers 35 (60),Packers (-2.5),$20,,Packers -2.5,$20,,Steelers +2.5,$10,,Packers -2.5,$25,O25,Steelers +2.5,$30,
Week 8 MNF,Chiefs (-11.5) - Commanders O/U 47.5,Chiefs 28 - Commanders 7 (35),Chiefs (-11.5),$20,U20,Commanders +11.5,$20,,Chiefs -11.5,$25,,Chiefs -11.5,$10,,Commanders +11.5,$10,U10
High Spread,Colts (-14.5) - Titans O/U 47.5,Colts 38 - Titans 14 (52),Colts (-14.5),$20,O20,Colts -14.5,$10,O10,Colts -14.5,$35,,Titans +14.5,$10,,Colts -14.5,$10,
Wild Card,Wild Card Pick,Saints 3 - Bucs 23 (26) / Ravens 30 - Bears 16 (46) / Patriots 32 - Browns 13 (45) / Panthers 9 - Bills 40 (49),Bucs (-4.5) 45.5,$20,,Bears +2.5,$30,,Patriots -7.5,$30,,Bills -7.5,$40,,Bears +2.5,$30,
Week 8 Total,,Game Results,,$140,,,$70,,,$60,,,$100,,,-$70,
Week 9 AM,Steelers - Colts (-3.5) O/U 50.5,Steelers 27 - Colts 20 (47),Colts (-3.5),$15,,Colts -3.5,$20,,Colts -3.5,$60,,Steelers +3.5,$10,,Steelers +3.5,$10,
Week 9 PM,Bills - Chiefs (-2.5) O/U 52.5,Bills 28  - Chiefs 21 (49),Bills (+2.5),$10,O10,Bills +2.5,$20,O20,Bills +2.5,$10,,Bills +2.5,$10,,Bills +2.5,$40,
Week 9 SNF,Commanders-Seahawks (-2.5) O/U 47.5,Commanders 14 - Seahawks 38 (52),Seahawks (-2.5),$25,U25,Seahawks -2.5,$20,,Seahawks -2.5,$20,,Seahawks -2.5,$10,,Commanders +2.5,$10,
Week 9 MNF,Cowboys (-2.5) - Cardinals O/U 53.5,Cowboys 17 - Cardinals 27 (44),Cowboys (-2.5),$20,,Cardinals +2.5,$20,,Cardinals +2.5,$10,,Cowboys -2.5,$10,O10,Cardinals +2.5,$20,
High Spread,Rams (-14.5) - Saints O/U 43.5,Rams 34 - Saints 10 (44),Rams (-14.5),$20,,Saints +14.5,$20,,Rams -14.5,$10,,Rams -14.5,$10,U10,Rams -14.5,$20,
Wild Card,Wild Card Pick,Texans 15 - Broncos 18 (33) / Titans 20 - Chargers 27 (47) / Giants 24 - 49ers 34 (58) / Raiders 29 - Jags 30 (59),Broncos (+2.5) 41.5,$30,O30,Broncos +2.5 (41.5),$20,U20,Chargers -9.5,$10,,Giants +2.5,$70,,Raiders +2.5,$20,
Week 9 Total,,Game Results,,-$15,,,$40,,,-$20,,,-$60,,,$100,
Week 10 AM,Jets - Browns (-2.5) O/U 38.5,Jets 27 - Browns 20 (47),Jets (+2.5),$10,U10,Browns -2.5,$20,U20,Da Browns -2.5,$10,,Jets +2.5,$10,,No Pick,$10,
Week 10 PM,49ers -  Rams (-4.5) O/U 49.5,49ers 26 - Rams 42 (68),Rams (-4.5),$20,,Rams -4.5,$30,,Rams -4.5,$10,,49ers +4.5,$10,,9ers +4.5,$20,
Week 10 SNF,Chargers (-2.5) - Steelers O/U 45.5,Chargers 25  - Steelers 10 (35),Chargers (-2.5),$20,O20,Chargers -2.5,$20,,Steelers +2.5,$10,,Chargers -2.5,$20,,Steelers +2.5,$30,
Week 10 MNF,Packers (-1.5) - Eagles O/U 44.5,Packers 7 - Eagles 10 (17),Packers (-1.5),$20,O20,Eagles +1.5,$10,,Packers -1.5,$10,,Packers -1.5,$20,,Eagles +1.5,$30,
High Spread,Dolphins - Bills (-8.5) O/U 50.5,Dolphins 30  - Bills 13 (43),Bills (-8.5),$20,,Bills -8.5,$20,O20,Bills -8.5,$40,,Bills -8.5,$30,,No Pick,$10,
Wild Card,Wild Card Pick,Commanders 22 - Lions 44 (66) / Texans 36 - Jags 29 (65) / Seahawks 44 - Cardinals 22 (66),Lions (-7.5) 49.5,$30,,Texans -1.5,$20,,Lions -7.5,$40,,Seahawks -6.5,$30,,Lions -7.5 (49.5),$20,O20
Week 10 Total,,Game Results,,-$10,,,$0,,,-$20,,,$0,,,$0,
Week 11 AM,Bills (-6.5) - Bucs O/U 47.5,Bills 44 - Bucs 32 (76),Bucs (+6.5),$10,O10,Bills -6.5,$20,,Bucs +6.5,$20,,Bills -6.5,$10,U10,Bills -6.5,$30,
Week 11 PM,Rams (-3.5) - Seahawks O/U 48.5,Rams 21 - Seahawks 19 (40),Rams (-3.5),$15,O15,Seahawks +3.5,$20,,Rams -3.5,$15,,Seahawks +3.5,$10,,Seahawks +3.5,$20,
Week 11 SNF,Eagles (-2.5) - Lions O/U 46.5,Eagles 16 - Lions 9 (25),Lions (+2.5),$20,,Eagles -2.5,$20,,Lions +2.5,$20,,Lions +2.5,$40,,Lions +2.5,$20,
Week 11 MNF,Raiders - Cowboys (-3.5) O/U 49.5,Raiders 16 - Cowboys 33 (49),Cowboys (-3.5),$40,O40,Raiders +3.5,$20,,Raiders +3.5,$10,,Raiders +3.5,$10,O10,Cowboys -3.5,$20,O20
High Spread,Patriots (-12.5) - Jets O/U 43.5,Patriots 27 - Jets 14 (41),Patriots (-12.5),$15,,Jets +12.5,$10,,Patriots -12.5,$30,,Jets +12.5,$10,,Jets +12.5,$10,U10
Wild Card,Wild Card Pick,Browns 16 - Ravens 23 (39) / Vikings 17 - Bears 19 (36) / Titans 13 - Texans 16 (29) / Broncos 22 - Cheifs 19 (41),Ravens (-7.5) 38.5,$20,,Bears +3.5 (47.5),$30,O30,Ravens -7.5,$25,,Titans +5.5,$40,,Broncos +4.5,$20,
Week 11 Total,,Game Results,,-$55,,,$30,,,-$60,,,-$20,,,$50,
Week 12 AM,Chiefs (-3.5) - Colts O/U 49.5,Chiefs 23 - Colts 20 (43),Colts (+3.5),$15,O15,Colts +3.5,$20,,Chiefs -3.5,$10,,Chiefs -3.5,$10,U10,Chiefs -3.5,$20,
Week 12 PM,Raiders (-4) - Browns O/U 36.5,Raiders 10 - Browns 24 (34),Raiders (-4),$15,,Browns +4,$20,,Browns +4,$10,,Raiders -4,$10,U10,Raiders -4,$20,O20
Week 12 SNF,Rams (-7) - Bucs O/U 49.5,Rams 34 - Bucs 7 (41),Rams (-7),$25,U25,Rams -7,$20,,Rams -7,$10,,Ram -7,$10,,Bucs +7,$20,
Week 12 MNF,49ers (-7) - Panthers O/U 49.5,49ers 20 - Panthers 9 (29),49ers (-7),$20,U20,Panthers +7,$40,,Niners -7,$10,,Panthers +7,$70,O70,Niners -7,$10,O10
High Spread,Ravens (-13.5) - Jets O/U 44.5,Ravens 23 - Jets 10 (33),Ravens (-13.5),$20,,Jets +13.5,$10,,Ravens -13.5,$10,,Ravens -13.5,$10,,Jets +13.5,$10,
Wild Card,Wild Card Pick,Bears 31 - Steelers 28 (59) / Titans 24 - Seahawks 30 (54) / Lions 34 - Giants 27 (54) / Saints 10 - Falcons 24 (34) / Cowboys 24 - Eagles 21 (45),Falcons (+1.5),$25,,Bears -2.5,$10,,Seahawks -13,$70,,Lions -10,$10,,Eagles -3,$40,
Week 12 Total,,Game Results,,$80,,,$40,,,-$60,,,-$150,,,-$110,
Week 13 THX,Lions (-3) - Packers O/U 48.5,Lions 24 - Packers 31 (55),Packers (+3),$15,,Lions -3,$20,,Lions -3,$10,,Lions -3,$10,O10,Lions -3,$20,O20
Week 13 THX,Cowboys - Chiefs (-3.5) O/U 52.5,Cowboys 31 - Chiefs 28 (59),Chiefs (-3.5),$20,,Chiefs -3.5,$20,,Chiefs -3.5,$10,,Cowboys +3.5,$10,,Cowboys +3.5,$20,U20
Week 13 THX,Ravens (-7) - Bengals O/U 52.5,Ravens 14 - Bengals 32 (46),Bengals (+7),$20,U20,Bengals +7,$20,,Bengals +7,$10,,Bengals +7,$10,O10,Bengals +7,$20,
Week 13 SNF,Commanders - Broncos (-6.5) O/U 43.5,Commanders 26 - Broncos 27 (53),Broncos (-6.5),$15,U15,Broncos -6.5,$20,U20,Broncos -6.5,$10,,Commanders +6.5,$10,,Broncos -6.5,$10,
Week 13 MNF,Patriots (-7.5) - Giants O/U 46.5,Patriots 33 - Giants 15 (48),Giants (+7.5),$10,,Patriots -7.5,$20,O20,Patriots -7.5,$10,,Patriots -7.5,$10,,Giants +7.5,$10,
Wild Card,Wild Card Pick,Steelers 7 - Bills 26 (33) / Browns 8 - 49ers 26 (34) / Seahawks 26 - Vikings 0 (26) / ,Bills (-3) 44.5,$40,,Browns +5.5 35.5,$20,U20,Seahawks -11.5,$70,,Browns +4.5 (36.5),$70,U70,Bills -3,$40,
Week 13 Total,,Game Results,,$35,,,-$20,,,$60,,,$30,,,$40,
Week 14 AM,Jaguars - Colts (-1.5) O/U 47.5,Jaguars 36 - Colts 19 (55),Colts (-1.5),$20,,Colts -1.5,$20,O20,Jags +1.5,$15,,Jags +1.5,$10,,Colts -1.5,$30,
Week 14 PM,Packers (-6.5) - Bears O/U 44.5,Packers 28 - Bears 21 (49),Packers (-6.5),$20,,Bears +6.5,$20,U20,Packers -6.5,$60,,Packers -6.5,$10,O10,Bears +6.5,$20,
Week 14 SNF,Chiefs (-3.5) - Texans O/U 41.5,Chiefs 10 - Texans 20 (30),Chiefs (-3.5),$30,O30,Chiefs -3.5,$20,U20,Texans +3.5,$15,,Chiefs -3.5,$10,U10,Chiefs -3.5,$10,
Week 14 MNF,Chargers - Eagles (-2.5) O/U 41.5,Chargers 22 - Eagles 19 (41),Chargers (+2.5),$15,,Eagles -2.5,$20,O20,Chargers +2.5,$10,,Eagles -2.5,$10,U10,Chargers +2.5,$20,U20
High Spread,Bucs (-8.5) - Saints O/U 41.5,Bucs 20 - Saints 24 (44),Bucs (-8.5),$15,O15,Saints +8.5,$20,O20,Saints +8.5,$10,,Bucs -8.5,$10,,Saints +8.5,$20,
Wild Card,Wild Card Pick,Vikings 31 - Commanders 0 (31) / Bills 39 - Bengals 34 (73) / Raiders 17 - Broncos 24 (41) / Cards 17 - Rams 45 (62),Commanders (+1.5),$20,,Bills -6 53.5,$20,O20,Broncos -8,$10,,Rams -8.5 (47.5),$70,U70,Raiders +8,$20,
Week 14 Total,,Game Results,,-$65,,,-$40,,,$100,,,$20,,,$20,
Week 15 AM,Patriots - Bills (-1.5) O/U 49.5,Patriots 31 - Bills 35 (66),Bills (-1.5),$15,,Patriots +1.5,$20,,Pats +1.5,$10,,Bills -1.5,$10,U10,Bills -1.5,$30,
Week 15 PM,Rams (-5.5) - Lions O/U 55.5,Rams 41 - Lions 34 (75),Lions (+5.5),$20,O20,Lions +5.5,$20,,Rams -5.5,$20,,Rams -5.5,$10,O10,Lions +5.5,$20,
Week 15 SNF,Cowboys (-6) - Vikings O/U 47.5,Cowboys 26 - Vikings 34 (60),Cowboys (-6),$15,O15,Vikings +6,$20,,Cowboys -6,$10,,Cowboys -6,$10,,Cowboys (yuck) -6,$10,
Week 15 MNF,Steelers (-3.5) - Dolphins O/U 41.5,Steelers 28  - Dolphins 15 (43),Steelers (-3.5),$15,,Dolphins +3.5,$20,,Dolphins +3.5,$10,,Dolphins +3.5,$10,,Dolphins +3.5,$20,O20
High Spread,Seahawks (-13.5) - Colts O/U 42.5,Seahawks 18 - Colts 16 (34),Seahawks (-13.5),$10,,Colts +13.5,$20,,Seahawks -13.5,$50,,Seahawks -13.5,$10,,Grandpa Colts +13.5,$10,
Wild Card,Wild Card Pick,Chiefs 13 - Chargers 16 (29) / Eagles 31 - Raiders 0 (31) / Texans 40 - Cards 20 (60) / 49ers 37 - Titans 24 (61) / Bengals 0 - Ravens 24 (24),Chargers (+4.5) 42.5,$45,O45,Raiders (+11.5),$20,,Texans -9.5,$20,,Titans +12.5 (44.5),$70,U70,Bengals +2.5 (51.5),$30,O30
Week 15 Total,,Game Results,,$20,,,-$40,,,-$40,,,-$150,,,-$50,
Week 16 AM,Bucs (-3) - Panthers O/U 45.5,Bucs 20 - Panthers 23 (43),Bucs (-3),$15,U15,Panthers +3,$20,U20,Bucs -3,$20,,Bucs -3,$10,,No Pick,$10,
Week 16 PM,Broncos (-3.5) - Jags O/U 46.5,Broncos 20 - Jaguars 34 (54),Broncos (-3.5),$15,,Broncos -3.5,$20,,Broncos -3.5,$20,,Jags +3.5,$10,,No Pick,$10,
Week 16 SNF,Ravens (-3) - Patriots O/U 48.5,Ravens 24 - Patriots 28 (52),Patriots (+3),$15,,Patriots +3,$20,,Ravens -3,$20,,Ravens -3,$10,O10,Patriots +3,$40,O40
Week 16 MNF,Colts - 49ers (-6) O/U 46.5,Colts 27 - 49ers 48 (75),49ers (-6),$15,U15,Colts +6,$20,,Niners -6,$20,,Colts +6,$70,O70,Niners -6,$40,O40
Week 16 SAT,Bears (-1.5) - Packers O/U 46.5,Bears 22 - Packers 16 (38),Packers (+1.5),$15,,Packers +1.5,$20,O20,Bears -1.5,$20,,Bears -1.5,$10,O10,No Pick,$10,
Wild Card,Wild Card Pick,Browns 20 - Bills 23 (43) / Giants 13 - Vikings 16 (29) / Lions 24 - Steelers 29 (53),Bills (-10.5) 41.5,$45,O45,Giants +3,$20,,Lions -7,$20,,Lions -7,$10,,No Pick,$10,
Week 16 Total,,Game Results,,-$15,,,-$20,,,-$40,,,-$10,,,$120,
Week 17 XMAS,Vikings - Lions (-7.5) O/U 43.5,Vikings 23 - Lions 10 (33),Lions (-7.5),$50,,Vikings +7.5,$20,,Lions -7.5,$10,,Lions -7.5,$10,,Lions -7.5,$10,O10
Week 17 AM,Panthers - Seahawks (-7) O/U 42.5,Panthers 10 - Seahawks 27 (37),Panthers (+7),$10,,Panthers +7,$20,,Panthers +7,$40,,Panthers +7,$10,U10,Panthers +7,$10,
Week 17 SNF,49ers (-3) - Bears O/U 52.5,49ers 42 - Bears 38 (80),49ers (-3),$20,O20,Bears +3,$20,,Bears +3,$10,,Bears +3,$70,O70,49ers -3,$60,O60
Week 17 MNF,Falcons - Rams (-8) O/U 49.5,Falcons 27 - Rams 24 (51),Rams (-8),$10,O10,Rams -8,$20,,Rams -8,$40,,Rams -8,$10,O10,Falcons +8,$10,
Week 17 SAT,Chargers (-2.5) - Texans O/U 39.5,Chargers 16 - Texans 20 (36),No Pick,$10,,Texans +2.5,$20,,Texans +2.5,$10,,Chargers -2.5,$10,,No Pick,$10,
Wild Card,Wild Card Pick,Jets 10 - Patriots 42 (52) / Browns 13 - Steelers 6 (19) / Bills 12 - Eagles 13 (25) / Raiders 10 - Giants 34 (44),Bills (-3) 44.5,$20,O20,Steelers -3,$20,,Patriots -13.5,$10,,Bills -1.5,$10,,Giants -3 (40.5),$20,U20
Week 17 Total,,Game Results,,-$70,,,-$40,,,-$80,,,-$30,,,$90,
Week 18 SAT,Bucs (-3) - Panthers O/U 43.5,Buccaneers 16 - Panthers 14 (30),No Pick,$10,,No Pick,$10,,Panthers +3,$20,,Panthers +3,$10,,Panthers +3,$10,
Week 18 SAT,49ers - Seahawks (-1.5) O/U 47.5,49ers 3 - Seahawks 13 (16),49ers (+1.5),$20,O20,Hawks -1.5,$30,,49ers +1.5,$20,,Seahawks -1.5,$70,U70,49ers -1.5,$40,O40
Week 18 PM,Bears (-3) - Lions O/U 50.5,Bears 16 - Lions 19 (35),Bears (-3),$15,,Lions +3,$20,O20,Lions +3,$20,,Lions +3,$10,O10,Lions +3,$10,
Week 18 SNF,Steelers - Ravens (-3.5) O/U 41.5,Steelers 26 - Ravens 24 (50),Ravens (-3.5),$15,O15,Steelers +3.5,$20,,Ravens -3.5,$20,,Ravens -3.5,$10,O10,Ravens -3.5,$10,
High Spread,Broncos (-12.5) - Chargers O/U 37.5,Broncos 19 - Chargers 3 (22),Broncos (-12.5),$20,,Chargers +12.5,$20,U20,Broncos -12.5,$20,,Broncos -12.5,$10,,Chargers +12.5,$10,
